# Metodo: Método de Euler
# Intervalo: a = 0.000000000000000, b = 4.000000000000000
# N = 50
x,y
0.000000000000000,1.000000000000000
0.080000000000000,1.080000000000000
0.160000000000000,1.166400000000000
0.240000000000000,1.259712000000000
0.320000000000000,1.360488960000000
0.400000000000000,1.469328076800000
0.480000000000000,1.586874322944000
0.560000000000000,1.713824268779520
0.640000000000000,1.850930210281882
0.720000000000000,1.999004627104432
0.800000000000000,2.158924997272787
0.880000000000000,2.331638997054610
0.960000000000000,2.518170116818978
1.040000000000000,2.719623726164497
1.120000000000000,2.937193624257656
1.200000000000000,3.172169114198269
1.280000000000000,3.425942643334130
1.360000000000000,3.700018054800861
1.440000000000000,3.996019499184930
1.520000000000000,4.315701059119724
1.600000000000000,4.660957143849302
1.680000000000000,5.033833715357246
1.760000000000000,5.436540412585826
1.840000000000000,5.871463645592692
1.920000000000000,6.341180737240107
2.000000000000000,6.848475196219316
2.080000000000000,7.396353211916861
2.160000000000000,7.988061468870210
2.240000000000000,8.627106386379827
2.320000000000000,9.317274897290213
2.400000000000000,10.062656889073430
2.480000000000000,10.867669440199305
2.560000000000000,11.737082995415249
2.640000000000000,12.676049635048469
2.720000000000000,13.690133605852346
2.800000000000000,14.785344294320534
2.880000000000000,15.968171837866177
2.960000000000000,17.245625584895471
3.040000000000000,18.625275631687109
3.120000000000000,20.115297682222077
3.200000000000000,21.724521496799843
3.280000000000000,23.462483216543831
3.360000000000000,25.339481873867337
3.440000000000000,27.366640423776724
3.520000000000000,29.555971657678862
3.600000000000000,31.920449390293171
3.680000000000000,34.474085341516625
3.760000000000000,37.232012168837955
3.840000000000000,40.210573142344991
3.920000000000000,43.427418993732591
